Player,avg_PER,avg_OWS,avg_DWS,avg_WS,max_OWS,max_DWS,max_WS,NumOfSeasons
Bob Anderegg\anderbo01,9.3,-0.1,0.1,0.0,-0.1,0.1,0.0,1	
Bob Arnzen\arnzebo01,14.5,0.6,0.4,1.0,0.6,0.4,1.0,1	
Bob Bigelow\bigelbo01,9.35,0.07,0.08,0.1,0.3,0.1,0.4,4	
Bob Boozer\boozebo01,15.86,4.1,1.76,5.85,8.0,3.5,11.6,11	
Bob Carrington\carribo01,7.8,0.1,0.55,0.65,0.2,1.1,1.3,2	
Bob Christian\chrisbo01,12.4,0.83,0.6,1.42,1.6,0.9,2.4,4	
Bob Cousy*\cousybo01,15.92,0.72,4.58,5.32,1.9,5.9,7.8,5	
Bob Dandridge\dandrbo01,15.49,3.63,2.53,6.17,6.2,3.3,9.5,13	
Bob Davis\davisbo01,-1.0,-0.3,0.0,-0.3,-0.3,0.0,-0.3,1	
Bob Duffy\duffybo02,13.17,-0.1,0.27,0.17,0.1,0.2,0.3,3	
Bob Elliott\elliobo01,12.5,0.23,0.73,1.03,0.6,0.9,1.6,3	
Bob Ferry\ferrybo01,13.09,1.13,0.9,2.01,3.1,1.8,4.9,10	
Bob Greacen\greacbo01,6.3,-0.2,0.2,-0.05,-0.2,0.3,0.1,2	
Bob Gross\grossbo01,13.9,1.95,1.86,3.83,4.9,2.5,7.4,8	
Bob Hansen\hansebo01,9.44,0.4,1.3,1.71,2.3,2.1,4.4,9	
Bob Hogsett\hogsebo01,12.7,0.0,0.0,0.0,0.0,0.0,0.0,1	
Bob Hopkins\hopkibo01,11.1,0.4,1.5,1.9,0.4,1.5,1.9,1	
Bob Kauffman\kauffbo01,15.31,3.4,1.11,4.5,7.0,0.9,8.0,7	
Bob Lanier*\laniebo01,21.1,5.39,2.97,8.37,7.3,7.1,14.4,14	
Bob Love\lovebo01,14.05,2.12,2.47,4.6,6.0,3.9,9.9,11	
Bob Martin\martibo01,5.1,-0.05,0.2,0.15,-0.1,0.4,0.3,2	
Bob McAdoo*\mcadobo01,18.86,4.02,2.34,6.36,12.7,5.1,17.8,14	
Bob McCann\mccanbo01,6.48,-0.04,0.44,0.42,0.2,1.1,1.3,5	
Bob McNeill\mcneibo01,10.65,0.5,0.45,0.95,0.8,0.4,1.2,2	
Bob Miller\millebo01,25.0,0.0,0.0,0.1,0.0,0.0,0.1,1	
Bob Nash\nashbo01,9.72,0.07,0.57,0.65,1.5,0.6,2.1,4	
Bob Pettit*\pettibo01,24.05,8.22,4.15,12.37,10.1,4.8,14.9,6	
Bob Portman\portmbo01,13.7,0.35,0.78,1.1,0.9,1.1,1.9,4	
Bob Quick\quickbo01,14.33,0.7,0.33,1.0,1.8,0.9,2.6,4	
Bob Riley\rileybo01,10.9,0.0,0.0,0.0,0.0,0.0,0.0,1	
Bob Rule\rulebo01,13.99,1.86,0.99,2.84,5.9,1.9,7.8,8	
Bob Sims\simsbo01,9.0,-0.1,0.5,0.4,-0.1,0.5,0.4,1	
Bob Sura\surabo01,13.91,1.22,1.62,2.82,1.6,3.7,5.2,10	
Bob Thornton\thornbo01,4.47,-0.2,0.38,0.15,-0.6,1.6,0.9,8	
Bob Verga\vergabo01,13.3,0.1,0.0,0.1,0.1,0.0,0.1,1	
Bob Warlick\warlibo01,10.5,-0.3,0.57,0.27,-0.4,1.8,1.4,4	
Bob Weiss\weissbo01,11.75,0.94,1.65,2.6,1.7,3.9,5.6,12	
Bob Wiesenhahn\wiesebo01,7.5,-0.9,0.2,-0.7,-0.9,0.2,-0.7,1	
Bob Wilkerson\wilkebo01,11.16,-0.67,1.86,1.19,1.2,2.0,3.2,7	
Boban Marjanovic\marjabo01,19.25,1.1,0.65,1.7,2.3,1.2,3.4,2	
Bobby Brown\brownbo02,-0.33,-0.47,0.03,-0.43,-0.2,0.0,-0.2,3	
Bobby Cattage\cattabo01,10.15,0.0,0.15,0.15,0.1,0.1,0.2,2	
Bobby Hurley\hurlebo01,8.4,-0.58,0.32,-0.24,0.1,0.3,0.4,5	
Bobby Jackson\jacksbo01,15.35,1.26,1.37,2.62,3.3,2.2,5.5,12	
Bobby Jones\jonesbo01,17.56,4.0,3.37,7.35,5.5,5.5,11.0,10	
Bobby Jones\jonesbo02,9.65,0.2,0.35,0.55,0.4,0.4,0.8,2	
Bobby Lewis\lewisbo01,10.85,-0.58,0.85,0.3,0.1,0.9,1.0,4	
Bobby Phills\phillbo01,13.63,1.28,1.77,3.01,4.5,2.7,7.1,9	
Bobby Portis\portibo01,14.15,0.35,0.75,1.05,0.3,1.3,1.5,2	
Bobby Simmons\simmobo01,9.95,1.25,0.76,2.02,4.2,2.6,6.8,10	
Bobby Smith\smithbo01,0.35,-0.2,0.1,-0.15,0.0,0.0,0.0,2	
Bobby Washington\washibo01,14.55,0.45,0.65,1.1,0.5,1.0,1.5,2	
Bobby Wilson\wilsobo03,11.32,0.08,0.32,0.43,1.0,0.6,1.6,4	
Bojan Bogdanovic\bogdabo02,12.27,1.2,0.2,1.4,1.7,0.7,2.4,3	
Boniface N'Dong\ndongbo01,11.0,0.0,0.2,0.2,0.0,0.2,0.2,1	
Bonzi Wells\wellsbo01,16.53,0.76,2.18,2.94,3.0,3.0,6.0,10	
Boo Ellis\ellisbo01,10.5,-0.2,0.8,0.6,-0.2,0.8,0.6,1	
Boris Diaw\diawbo01,12.37,1.66,1.94,3.61,5.9,3.0,8.9,14	
Bostjan Nachbar\nachbbo01,9.72,0.58,0.88,1.47,2.5,1.6,4.1,6	
Bracey Wright\wrighbr02,12.95,0.15,0.15,0.25,0.2,0.2,0.3,2	
Brad Branson\bransbr01,12.2,0.2,0.3,0.45,0.5,0.5,1.0,2	
Brad Daugherty\daughbr01,18.7,4.78,3.4,8.14,8.8,3.9,12.7,8	
Brad Davis\davisbr01,13.67,2.81,0.77,3.56,5.7,1.7,7.4,15	
Brad Holland\hollabr01,10.3,-0.17,0.3,0.1,0.1,0.2,0.3,3	
Brad Lohaus\lohaubr01,10.62,0.39,0.98,1.38,0.9,2.4,3.3,11	
Brad Miller\millebr01,17.17,3.52,1.94,5.46,7.1,3.0,10.0,14	
Brad Sellers\sellebr01,11.0,0.62,1.03,1.63,1.3,2.0,3.3,6	
Brad Wright\wrighbr01,-6.75,-0.15,0.05,-0.05,-0.2,0.1,0.0,2	
Bradley Beal\bealbr01,15.3,1.38,1.68,3.08,1.6,2.4,4.0,5	
Brandan Wright\wrighbr03,19.57,2.05,0.84,2.91,4.3,1.8,6.1,8	
Branden Dawson\dawsobr01,7.1,0.0,0.0,0.0,0.0,0.0,0.0,1	
Brandin Knight\knighbr02,-1.2,0.0,0.0,0.0,0.0,0.0,0.0,1	
Brandon Armstrong\armstbr01,4.4,-0.47,0.27,-0.2,-0.2,0.1,-0.1,3	
Brandon Bass\bassbr01,14.1,1.87,1.55,3.42,3.2,3.1,6.3,12	
Brandon Davies\daviebr01,9.0,-0.25,0.4,0.15,-0.2,0.4,0.2,2	
Brandon Hunter\huntebr01,12.4,0.05,0.3,0.4,0.2,0.4,0.6,2	
Brandon Ingram\ingrabr01,7.1,-0.5,0.2,-0.4,-0.5,0.2,-0.4,1	
Brandon Jennings\jennibr01,15.86,1.89,1.73,3.6,3.6,2.2,5.8,8	
Brandon Knight\knighbr03,14.1,0.95,0.97,1.92,2.0,2.5,4.5,6	
Brandon Roy\roybr01,17.48,4.78,1.47,6.25,10.9,2.6,13.5,6	
Brandon Rush\rushbr01,8.16,0.31,0.86,1.18,2.9,0.6,3.5,9	
Brandon Williams\willibr01,5.63,-0.2,0.03,-0.17,0.0,0.0,0.0,3	
Brant Weidner\weidnbr01,5.4,0.0,0.0,0.0,0.0,0.0,0.0,1	
Brendan Haywood\haywobr01,13.89,1.9,1.48,3.37,4.9,1.9,6.8,13	
Brendan McCann\mccanbr01,8.3,-0.1,0.0,-0.1,-0.1,0.0,-0.1,1	
Brent Barry\barrybr01,15.29,3.39,1.66,5.05,8.8,3.3,12.1,14	
Brent Price\pricebr01,11.49,0.86,0.47,1.34,5.6,1.8,7.4,9	
Brent Scott\scottbr01,7.0,0.0,0.1,0.0,0.0,0.1,0.0,1	
Brett Szabo\szabobr01,8.8,0.0,0.5,0.4,0.0,0.5,0.4,1	
Brett Vroman\vromabr01,11.8,0.0,0.1,0.1,0.0,0.1,0.1,1	
Brevin Knight\knighbr01,14.31,0.93,1.79,2.72,3.5,4.9,8.4,12	
Brian Cardinal\cardibr01,10.9,0.67,0.61,1.28,5.5,1.7,7.2,12	
Brian Cook\cookbr01,10.5,0.53,0.59,1.12,3.0,1.5,4.5,9	
Brian Davis\davisbr02,9.2,-0.2,0.2,0.0,-0.2,0.2,0.0,1	
Brian Evans\evansbr01,11.4,0.23,0.33,0.57,0.7,0.8,1.5,3	
Brian Grant\grantbr01,14.08,2.02,2.52,4.55,3.7,5.0,8.7,12	
Brian Heaney\heanebr01,8.3,0.1,0.1,0.2,0.1,0.1,0.2,1	
Brian Howard\howarbr01,11.35,0.1,0.35,0.45,0.4,0.2,0.6,2	
Brian Martin\martibr01,-1.6,-0.1,0.0,-0.1,-0.1,0.0,-0.1,1	
Brian Oliver\olivebr01,6.67,-0.35,0.2,-0.12,-0.5,0.6,0.2,4	
Brian Quinnett\quinnbr01,7.33,-0.13,0.43,0.27,0.1,0.8,0.8,3	
Brian Roberts\roberbr01,10.76,1.04,0.38,1.42,2.0,0.2,2.2,5	
Brian Rowsom\rowsobr01,12.5,0.57,0.27,0.83,1.2,0.3,1.5,3	
Brian Scalabrine\scalabr01,7.47,-0.08,0.77,0.68,0.3,1.4,1.7,11	
Brian Shaw\shawbr01,9.79,0.25,1.46,1.69,3.2,2.7,5.9,14	
Brian Skinner\skinnbr01,8.76,0.34,0.81,1.12,2.2,2.0,4.1,14	
Brian Taylor\taylobr01,13.97,3.07,1.05,4.13,5.1,2.8,7.9,6	
Brian Winters\wintebr01,14.96,2.7,1.6,4.3,3.6,2.6,6.2,9	
Briante Weber\weberbr01,8.9,-0.2,0.2,0.0,-0.2,0.2,0.0,1	
Britton Johnsen\johnsbr01,1.5,-0.35,0.0,-0.4,-0.2,0.0,-0.2,2	
Brook Lopez\lopezbr01,21.86,3.6,1.58,5.17,6.4,2.6,9.0,9	
Brook Steppe\steppbr01,12.38,0.5,0.44,0.94,0.5,0.9,1.3,5	
Brooks Thompson\thompbr01,13.05,0.2,0.33,0.5,0.6,0.5,1.1,4	
Bruce Bowen\bowenbr01,10.16,0.72,2.56,3.31,1.7,4.5,6.2,13	
Bruce Douglas\douglbr01,5.7,-0.3,0.1,-0.2,-0.3,0.1,-0.2,1	
Bruce Flowers\flowebr01,15.2,1.1,0.6,1.7,1.1,0.6,1.7,1	
Bruce Kuczenski\kuczebr01,-0.5,-0.5,0.1,-0.4,-0.5,0.1,-0.4,1	
Bruce Seals\sealsbr01,11.37,0.43,1.9,2.3,0.8,2.1,2.9,3	
Bruno Caboclo\cabocbr01,2.97,-0.13,0.0,-0.13,0.0,0.0,0.0,3	
Bruno Sundov\sundobr01,3.51,-0.19,0.06,-0.1,0.1,0.1,0.2,7	
Bryan Warrick\warribr01,8.75,-0.17,0.57,0.4,0.3,0.7,1.0,4	
Bryant Reeves\reevebr01,13.15,1.08,1.1,2.17,4.3,0.6,4.9,6	
Bryant Stith\stithbr01,12.29,1.86,1.09,2.95,3.4,3.4,6.8,10	
Bryce Cotton\cottobr01,8.1,-0.05,0.05,0.05,0.1,0.1,0.2,2	
Bryce Dejean-Jones\dejeabr01,9.6,0.0,0.2,0.2,0.0,0.2,0.2,1	
Bryce Drew\drewbr01,8.62,0.18,0.25,0.38,1.0,0.7,1.7,6	
Bryn Forbes\forbebr01,1.8,-0.1,0.0,0.0,-0.1,0.0,0.0,1	
Bryon Russell\russebr01,12.36,1.83,1.82,3.65,5.1,3.7,8.8,13	
Bubba Wells\wellsbu01,11.1,-0.2,0.3,0.1,-0.2,0.3,0.1,1	
Bubba Wilson\wilsobu01,2.1,-0.2,0.0,-0.2,-0.2,0.0,-0.2,1	
Buck Johnson\johnsbu01,11.94,1.06,1.93,2.96,2.2,3.9,6.2,7	
Buck Williams\willibu01,15.02,3.43,3.64,7.06,5.5,5.9,11.4,17	
Bucky Bockhorn\bockhbu01,10.05,0.42,0.72,1.13,2.0,1.1,3.1,6	
Bud Acton\actonbu01,9.5,-0.1,0.2,0.1,-0.1,0.2,0.1,1	
Bud Koper\koperbu01,10.6,0.5,0.5,1.0,0.5,0.5,1.0,1	
Bud Ogden\ogdenbu01,12.8,0.1,0.25,0.35,0.3,0.4,0.7,2	
Bud Olsen\olsenbu01,9.99,0.01,0.46,0.47,1.7,0.7,2.5,7	
Bud Stallworth\stallbu01,10.46,-0.56,0.68,0.14,0.1,0.9,1.1,5	
Buddy Hield\hieldbu01,8.9,-0.5,0.3,-0.2,-0.5,0.3,-0.2,1	
Butch Beard\beardbu01,14.18,2.36,1.29,3.66,5.6,2.0,7.6,9	
Butch Carter\cartebu01,10.07,0.62,0.82,1.42,2.6,0.5,3.0,6	
Butch Feher\feherbu01,15.9,1.0,0.5,1.5,1.0,0.5,1.5,1	
Butch Graves\gravebu01,-0.8,-0.1,0.0,-0.1,-0.1,0.0,-0.1,1	
Butch Lee\leebu01,9.55,0.65,0.55,1.2,1.5,1.1,2.6,2	
Byron Beck\beckby01,13.2,0.3,0.5,0.8,0.3,0.5,0.8,1	
Byron Dinkins\dinkiby01,7.75,-0.2,0.3,0.15,-0.2,0.5,0.3,2	
Byron Houston\houstby01,11.25,0.2,0.78,0.97,0.5,1.3,1.8,4	
Byron Irvin\irvinby01,14.2,0.4,0.33,0.7,0.5,0.7,1.2,3	
Byron Mullens\mulleby01,8.46,-0.28,0.38,0.1,0.1,0.4,0.5,5	
Byron Scott\scottby01,15.38,3.34,2.03,5.38,7.4,3.3,10.7,14	
C.J. Kupec\kupeccj01,10.8,0.33,0.27,0.6,0.8,0.7,1.5,3	
C.J. McCollum\mccolcj01,15.02,1.8,0.82,2.62,4.4,1.7,6.0,4	
C.J. Miles\milescj01,13.22,0.92,1.06,1.97,1.3,2.3,3.6,12	
C.J. Watson\watsocj01,12.41,1.23,1.12,2.34,2.2,1.8,4.0,10	
C.J. Wilcox\wilcocj01,8.5,-0.03,0.1,0.1,0.1,0.2,0.3,3	
Cal Bowdler\bowdlca01,11.73,0.2,0.4,0.57,0.7,0.4,1.0,3	
Cal Ramsey\ramseca01,7.1,0.0,0.05,0.05,0.1,0.1,0.2,2	
Calbert Cheaney\cheanca01,9.85,0.71,1.06,1.79,1.6,2.5,4.1,13	
Caldwell Jones\jonesca01,9.9,0.36,2.81,3.16,0.1,5.4,5.5,14	
Calvin Booth\boothca01,11.23,0.3,0.52,0.81,1.3,0.9,2.2,10	
Calvin Garrett\garreca01,8.45,0.12,0.55,0.65,0.2,1.2,1.4,4	
Calvin Murphy*\murphca01,17.67,5.19,1.27,6.47,7.9,1.3,9.2,13	
Calvin Natt\nattca01,16.53,3.55,1.66,5.18,8.0,2.3,10.2,11	
Cameron Bairstow\bairsca01,4.45,-0.1,0.05,-0.05,-0.1,0.1,0.0,2	
Cameron Payne\payneca01,12.9,0.6,0.8,1.4,0.6,0.8,1.4,1	
Campy Russell\russeca02,14.3,2.39,1.59,3.98,4.7,2.0,6.7,9	
Carey Scurry\scurrca01,14.37,0.13,1.6,1.77,1.0,1.6,2.6,3	
Caris LeVert\leverca01,6.3,-0.1,0.0,-0.1,-0.1,0.0,-0.1,1	
Carl Bailey\baileca01,-6.8,0.0,0.0,0.0,0.0,0.0,0.0,1	
Carl Braun\braunca01,13.5,0.77,0.53,1.3,2.3,0.6,3.0,3	
Carl Henry\henryca01,12.5,0.1,0.1,0.2,0.1,0.1,0.2,1	
Carl Herrera\herreca01,9.38,0.0,1.12,1.11,2.1,2.6,4.6,8	
Carl Kilpatrick\kilpaca01,22.7,0.0,0.0,0.0,0.0,0.0,0.0,1	
Carl Landry\landrca01,17.46,2.86,1.12,3.98,5.8,1.9,7.7,9	
Carl Nicks\nicksca01,10.93,-0.5,0.37,-0.13,0.0,0.1,0.1,3	
Carl Thomas\thomaca01,8.6,0.0,0.23,0.23,0.1,0.6,0.7,3	
Carldell Johnson\johnsca01,8.9,-0.1,0.1,0.0,-0.1,0.1,0.0,1	
Carlos Arroyo\arroyca01,13.19,1.26,0.96,2.23,3.5,1.2,4.7,9	
Carlos Boozer\boozeca01,19.25,3.13,3.05,6.17,5.9,4.3,10.2,13	
Carlos Clark\clarkca01,10.5,-0.15,0.45,0.3,-0.2,0.7,0.5,2	
Carlos Delfino\delfica01,12.08,0.9,1.93,2.83,1.1,3.7,4.8,8	
Carlos Rogers\rogerca01,16.23,0.87,0.5,1.38,2.6,1.4,4.0,8	
Carlos Terry\terryca01,8.23,-0.17,0.67,0.5,-0.2,1.0,0.8,3	
Carlton McKinney\mckinca01,-4.2,-0.25,0.05,-0.2,-0.1,0.0,-0.1,2	
Carmelo Anthony\anthoca01,20.91,4.52,2.21,6.73,8.1,2.5,10.7,14	
Caron Butler\butleca01,14.37,1.89,1.74,3.64,4.8,2.4,7.2,14	
Carrick Felix\felixca01,13.3,0.0,0.0,0.0,0.0,0.0,0.0,1	
Cartier Martin\martica01,9.29,0.14,0.4,0.54,0.5,0.8,1.3,7	
Casey Jacobsen\jacobca01,8.4,1.07,0.47,1.55,2.0,0.7,2.7,4	
Casey Shaw\shawca01,-14.9,-0.1,0.0,-0.1,-0.1,0.0,-0.1,1	
Casper Ware\wareca01,13.0,0.1,0.1,0.2,0.1,0.1,0.2,1	
Cazzie Russell\russeca01,15.48,2.75,1.54,4.29,3.7,3.5,7.3,12	
Cedric Ball\ballce01,10.8,0.0,0.0,0.0,0.0,0.0,0.0,1	
Cedric Bozeman\bozemce01,-0.1,-0.4,0.1,-0.3,-0.4,0.1,-0.3,1	
Cedric Ceballos\cebalce01,18.45,2.37,1.28,3.65,7.1,2.8,9.8,11	
Cedric Henderson\hendece01,15.3,0.0,0.0,0.0,0.0,0.0,0.0,1	
Cedric Henderson\hendece02,9.7,-0.78,1.4,0.68,-0.2,4.0,3.8,5	
Cedric Hunter\huntece01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1	
Cedric Jackson\jacksce01,5.5,-0.3,0.1,-0.2,-0.3,0.1,-0.2,1	
Cedric Lewis\lewisce01,62.7,0.0,0.0,0.1,0.0,0.0,0.1,1	
Cedric Maxwell\maxwece01,15.98,4.83,2.3,7.15,8.3,3.9,12.2,11	
Cedric Simmons\simmoce01,6.27,-0.23,0.23,0.03,-0.3,0.5,0.3,3	
Cedrick Hordges\hordgce01,10.55,0.4,0.75,1.1,0.5,1.0,1.5,2	
Cezary Trybanski\trybace01,-6.75,-0.25,0.0,-0.2,-0.1,0.0,-0.1,2	
Chad Gallagher\gallach01,66.8,0.1,0.0,0.1,0.1,0.0,0.1,1	
Chad Kinch\kinchch01,7.0,-0.7,0.1,-0.5,-0.7,0.1,-0.5,1	
Chandler Parsons\parsoch01,14.15,2.97,1.65,4.63,5.1,2.5,7.6,6	
Channing Frye\fryech01,13.67,1.66,1.5,3.15,4.3,2.2,6.4,11	
Charles Barkley*\barklch01,24.19,7.71,3.37,11.07,13.1,4.2,17.3,16	
Charles Bradley\bradlch01,6.03,-0.3,0.43,0.1,-0.6,0.9,0.2,3	
Charles Claxton\claxtch01,0.2,0.0,0.0,0.0,0.0,0.0,0.0,1	
Charles Davis\davisch02,10.99,-0.06,0.78,0.73,0.8,1.2,2.1,8	
Charles Dudley\dudlech01,13.12,1.27,1.07,2.32,2.6,2.0,4.6,6	
Charles Jenkins\jenkich01,9.95,0.05,0.2,0.25,0.4,0.1,0.5,2	
Charles Johnson\johnsch01,12.47,0.4,1.54,1.9,1.6,2.1,3.7,7	
Charles Jones\jonesch01,6.66,0.34,1.31,1.64,1.0,2.8,3.8,15	
Charles Jones\jonesch02,10.25,0.17,0.98,1.12,0.8,2.1,2.9,4	
Charles Jones\jonesch03,8.95,-0.2,0.2,0.0,0.3,0.1,0.4,2	
Charles O'Bannon\obannch01,11.9,0.1,0.15,0.25,0.2,0.1,0.3,2	
Charles Oakley\oaklech01,12.73,1.38,3.33,4.71,3.7,6.8,10.5,19	
Charles Pittman\pittmch01,9.38,0.25,0.8,1.05,0.8,0.9,1.7,4	
Charles Shackleford\shackch01,13.57,0.3,0.9,1.23,1.1,1.6,2.7,6	
Charles Smith\smithch01,14.81,1.98,2.58,4.54,6.3,3.1,9.4,9	
Charles Smith\smithch02,5.8,0.07,0.23,0.3,0.4,0.7,1.1,3	
Charles Smith\smithch04,9.6,-0.12,0.4,0.3,0.1,1.9,2.0,5	
Charles Thomas\thomach01,6.1,-0.3,0.2,-0.1,-0.3,0.2,-0.1,1	
Charlie Bell\bellch01,8.47,1.06,0.7,1.79,3.6,0.4,4.0,7	
Charlie Criss\crissch01,11.74,0.89,0.83,1.71,1.9,1.8,3.7,8	
Charlie Davis\davisch01,10.77,0.1,0.37,0.47,0.1,0.7,0.8,3	
Charlie Hardnett\hardnch01,13.47,0.6,0.37,1.0,1.8,0.5,2.3,3	
Charlie Lowery\lowerch01,10.5,0.1,0.2,0.2,0.1,0.2,0.2,1	
Charlie Paulk\paulkch01,7.13,-0.73,0.47,-0.3,-0.4,0.8,0.3,3	
Charlie Scott\scottch01,14.44,1.42,1.57,3.01,4.7,1.8,6.5,9	
Charlie Sitton\sittoch01,8.0,-0.2,0.3,0.1,-0.2,0.3,0.1,1	
Charlie Tyra\tyrach01,11.27,-0.07,0.83,0.77,1.4,0.8,2.3,3	
Charlie Villanueva\villach01,15.44,1.08,0.96,2.05,2.2,2.7,4.9,11	
Charlie Ward\wardch01,11.95,0.97,2.03,3.0,2.6,4.5,7.1,11	
Charlie Yelverton\yelvech01,10.3,-0.7,0.3,-0.5,-0.7,0.3,-0.5,1	
Chase Budinger\budinch01,12.63,1.17,0.8,1.97,2.2,1.2,3.4,7	
Chauncey Billups\billuch01,17.14,5.44,1.67,7.1,12.7,2.8,15.5,17	
Cheese Johnson\johnsch02,9.4,-0.1,0.0,0.0,-0.1,0.0,0.0,1	
Cheick Diallo\diallch01,18.2,0.1,0.1,0.1,0.1,0.1,0.1,1	
Cheikh Samb\sambch01,8.65,-0.15,0.1,-0.05,0.1,0.1,0.1,2	
Cherokee Parks\parksch02,11.01,0.53,0.77,1.3,2.0,1.8,3.8,9	
Chet Walker*\walkech01,17.53,6.02,2.99,9.04,10.0,4.5,14.5,13	
Chico Vaughn\vaughch01,11.18,0.7,1.38,2.06,1.8,1.7,3.4,5	
Chris Andersen\anderch01,15.56,1.35,1.29,2.66,3.8,2.2,6.0,15	
Chris Anstey\anstech01,12.5,0.07,0.87,0.93,0.6,1.3,1.9,3	
Chris Babb\babbch01,3.7,-0.1,0.1,0.0,-0.1,0.1,0.0,1	
Chris Bosh\boshch01,20.51,5.29,2.88,8.15,6.1,4.3,10.3,13	
Chris Carr\carrch01,12.38,0.2,0.43,0.65,1.0,0.6,1.7,6	
Chris Childs\childch01,10.46,0.77,1.8,2.56,3.3,2.5,5.8,9	
Chris Copeland\copelch01,11.8,0.28,0.45,0.73,1.5,0.6,2.1,4	
Chris Corchiani\corchch01,12.43,0.17,0.33,0.53,0.2,0.6,0.9,3	
Chris Crawford\crawfch01,15.43,0.57,0.36,0.91,2.2,0.5,2.7,7	
Chris Douglas-Roberts\douglch01,9.83,0.28,0.62,0.9,1.1,1.2,2.4,6	
Chris Dudley\dudlech02,8.99,-0.11,1.72,1.64,0.6,4.0,4.7,16	
Chris Duhon\duhonch01,10.07,1.29,1.5,2.78,2.7,2.5,5.2,9	
Chris Engler\englech01,8.48,-0.18,0.26,0.14,0.0,0.2,0.3,5	
Chris Ford\fordch01,12.11,1.49,2.08,3.55,2.9,2.6,5.6,10	
Chris Garner\garnech01,3.3,-0.45,0.05,-0.4,-0.4,0.0,-0.4,2	
Chris Gatling\gatlich01,17.22,1.42,1.51,2.92,2.7,2.0,4.6,11	
Chris Herren\herrech01,7.5,0.05,0.2,0.25,0.3,0.2,0.5,2	
Chris Hunter\huntech01,12.2,0.9,0.4,1.3,0.9,0.4,1.3,1	
Chris Jefferies\jeffech01,7.6,-0.5,0.2,-0.25,-0.2,0.2,0.0,2	
Chris Jent\jentch01,13.5,0.05,0.05,0.1,0.1,0.1,0.2,2	
Chris Johnson\johnsch03,13.13,0.2,0.27,0.47,0.6,0.4,1.0,3	
Chris Johnson\johnsch04,9.97,0.28,0.6,0.88,0.9,0.5,1.4,4	
Chris Kaman\kamanch01,14.75,0.03,1.87,1.9,1.8,4.3,6.1,13	
Chris King\kingch01,7.33,-0.27,0.6,0.33,-0.5,1.6,1.1,3	
Chris McCray\mccrach01,-20.7,-0.1,0.0,-0.1,-0.1,0.0,-0.1,1	
Chris McCullough\mcculch01,14.25,-0.05,0.2,0.15,-0.1,0.4,0.3,2	
Chris McNealy\mcneach01,10.03,-0.03,0.87,0.87,0.3,1.3,1.6,3	
Chris Mihm\mihmch01,12.39,0.66,0.99,1.69,2.2,1.7,4.0,8	
Chris Mills\millsch01,13.0,1.88,1.9,3.77,4.1,4.7,8.9,10	
Chris Morris\morrich01,14.83,1.35,2.05,3.39,3.6,3.6,7.2,11	
Chris Mullin*\mullich01,17.79,4.33,1.48,5.82,9.7,2.4,12.2,16	
Chris Munk\munkch01,14.5,0.0,0.1,0.0,0.0,0.1,0.0,1	
Chris Owens\owensch01,20.1,0.0,0.0,0.0,0.0,0.0,0.0,1	
Chris Paul\paulch01,25.79,9.21,3.23,12.44,13.3,5.0,18.3,12	
Chris Porter\portech01,11.1,-0.1,0.3,0.2,-0.1,0.3,0.2,1	
Chris Quinn\quinnch01,9.52,0.57,0.32,0.88,1.9,0.7,2.6,6	
Chris Richard\richach01,7.2,0.05,0.35,0.35,0.1,0.3,0.4,2	
Chris Robinson\robinch01,9.25,-0.25,0.2,-0.05,0.0,0.2,0.2,2	
Chris Singleton\singlch01,8.3,-0.37,1.1,0.73,0.1,1.5,1.5,3	
Chris Smith\smithch03,10.83,0.7,0.4,1.07,1.0,0.3,1.2,3	
Chris Smith\smithch05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1	
Chris Taft\taftch01,15.6,0.3,0.1,0.5,0.3,0.1,0.5,1	
Chris Washburn\washbch01,8.15,-0.6,0.3,-0.3,-0.1,0.3,0.2,2	
Chris Webber\webbech01,20.13,2.46,3.19,5.63,5.8,5.2,11.0,15	
Chris Welp\welpch01,9.13,0.0,0.33,0.33,0.0,0.7,0.7,3	
Chris Whitney\whitnch01,12.1,1.39,0.54,1.94,5.4,1.1,6.5,11	
Chris Wilcox\wilcoch01,14.78,1.45,0.98,2.44,4.1,1.9,6.0,11	
Chris Wright\wrighch01,17.55,0.35,0.15,0.45,0.5,0.2,0.6,2	
Chris Wright\wrighch02,-1.9,0.0,0.0,0.0,0.0,0.0,0.0,1	
Christian Eyenga\eyengch01,6.9,-0.5,0.3,-0.2,-0.2,0.1,-0.1,2	
Christian Laettner\laettch01,16.47,2.65,2.32,4.99,6.1,5.4,11.6,13	
Christian Wood\woodch01,5.6,0.1,0.05,0.15,0.2,0.1,0.3,2	
Chubby Cox\coxch01,1.6,-0.3,0.1,-0.2,-0.3,0.1,-0.2,1	
Chuck Aleksinas\aleksch01,9.1,0.1,0.4,0.4,0.1,0.4,0.4,1	
Chuck Hayes\hayesch01,10.95,1.05,1.56,2.61,2.9,3.6,6.4,11	
Chuck Nevitt\nevitch01,10.84,-0.11,0.17,0.06,0.0,0.5,0.5,9	
Chuck Noble\noblech01,7.9,-1.1,0.8,-0.33,-1.3,1.4,0.0,3	
Chuck Osborne\osborch01,4.7,-0.1,0.0,-0.1,-0.1,0.0,-0.1,1	
